"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"5FU_24","5FU","24h",315173,0.724914604137608,1.18961352965919e-22,1.63182236669745e-21
"5FU_24","5FU","24h",315216,0.487810032595367,4.52480744540036e-17,3.8578821066407e-16
"5FU_24","5FU","24h",315219,0.378634125182418,5.02569927050443e-11,2.38099046819406e-10
"5FU_24","5FU","24h",315287,0.354965490613882,2.30644112136249e-13,1.368444520192e-12
"5FU_24","5FU","24h",315291,0.632290333882512,5.89590449848564e-07,1.82339553911942e-06
"5FU_24","5FU","24h",315306,0.609221667941447,3.72659813388216e-19,3.80877171632872e-18
"5FU_24","5FU","24h",315344,0.349091518273549,6.34083825495219e-07,1.95393944447542e-06
"5FU_24","5FU","24h",315352,1.04984069036276,6.10860461510987e-12,3.15876932112596e-11
"5FU_24","5FU","24h",315422,0.31155836869299,1.34415002526578e-12,7.4610066619825e-12
"5FU_24","5FU","24h",315447,0.317093091139208,2.76559504635511e-05,6.89929213312518e-05
"5FU_24","5FU","24h",315461,0.396634161519694,1.68228716004465e-11,8.31940446051301e-11
"5FU_24","5FU","24h",315463,0.330617161214602,1.16468642069355e-11,5.83706823924721e-11
"5FU_24","5FU","24h",315508,0.74240455414443,9.40285996292615e-17,7.83338431027059e-16
"5FU_24","5FU","24h",315509,1.18998990391599,2.84649833283659e-20,3.21645471553601e-19
"5FU_24","5FU","24h",315510,0.58900389336864,7.03944150436113e-05,0.00016677101951879
"5FU_24","5FU","24h",315549,0.401257564691042,7.08651465224813e-09,2.67680078507187e-08
"5FU_24","5FU","24h",315591,0.306782402589296,0.000746855382417165,0.00154136886496021
"5FU_24","5FU","24h",315600,0.182142968492864,0.000613684341547659,0.00128159892100628
"5FU_24","5FU","24h",315611,0.769338949514853,1.10895272395609e-08,4.09533061265085e-08
"5FU_24","5FU","24h",315634,0.292151152639741,2.82406031778221e-06,8.00416238851066e-06
"5FU_24","5FU","24h",315655,0.219254027287349,3.15752962669746e-05,7.81675220053663e-05
"5FU_24","5FU","24h",315663,0.941683714820338,7.97611036590822e-05,0.000187232758492626
