"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Ace_24","Ace","24h",307056,0.79827073015543,1.61868317453725e-07,1.00247496442619e-06
"Ace_24","Ace","24h",307081,0.411072747738436,1.40077838982478e-10,1.32727400296288e-09
"Ace_24","Ace","24h",307091,0.470766646864747,1.13914589819957e-07,7.26517502296083e-07
"Ace_24","Ace","24h",307126,1.53499622246754,7.29120275418013e-54,2.16563601804771e-51
"Ace_24","Ace","24h",307133,0.42091025896507,5.03798991760711e-14,7.18147945747835e-13
"Ace_24","Ace","24h",307253,1.84080639650954,7.2776578477639e-05,0.000283357496833483
"Ace_24","Ace","24h",307270,0.471704543135945,3.9468049052894e-14,5.69859113011725e-13
"Ace_24","Ace","24h",307348,0.366277561368542,5.36019670415719e-06,2.57551346425566e-05
"Ace_24","Ace","24h",307351,0.382487858984225,1.43572971495327e-06,7.54899215008306e-06
"Ace_24","Ace","24h",307366,0.197486212518221,0.00113462897683767,0.00342084419902105
"Ace_24","Ace","24h",307396,0.741933690919828,1.81124636922451e-25,7.08625797249826e-24
"Ace_24","Ace","24h",307480,0.287113066427958,3.68511395254315e-13,4.74629632436398e-12
"Ace_24","Ace","24h",307491,0.179361891866452,0.00218317876983211,0.00614821668268895
"Ace_24","Ace","24h",307511,0.551195338561678,5.2168037488393e-17,1.01640377189568e-15
"Ace_24","Ace","24h",307639,1.11270088577599,4.90444229556465e-19,1.15687606433789e-17
"Ace_24","Ace","24h",307642,0.161684393954606,0.000692513858403464,0.0021888297074442
"Ace_24","Ace","24h",307643,0.15990823331387,0.003081421156195,0.00835606549417961
"Ace_24","Ace","24h",307657,0.396915641188822,9.02919672626022e-05,0.000345273066615847
"Ace_24","Ace","24h",307667,0.300201904125031,3.40518506033246e-09,2.72302545978454e-08
"Ace_24","Ace","24h",307724,0.497149955183508,7.87712843059759e-13,9.67457613324197e-12
"Ace_24","Ace","24h",307757,0.903573977762801,1.0474619161643e-06,5.63160721383641e-06
"Ace_24","Ace","24h",307764,0.16715638653272,0.000398432288840779,0.00132211206835128
"Ace_24","Ace","24h",307766,0.24242278272127,7.20946708631689e-08,4.72004426334935e-07
"Ace_24","Ace","24h",307797,0.33439445712836,0.00168914859703988,0.00488647757529684
"Ace_24","Ace","24h",307798,0.359277080840307,1.5410234714268e-06,8.06474491303329e-06
