	minimum	maximum
RCR40013	19.35527905043614	61.881948924214385
RCR40014	-31.09892611846819	-20.128602524695197
RCR40028	-7.371077296702651	-1.5400000000003047
RCR40054	-2.8431298144415997	-0.4799999999994074
RCR40107	15.789155599373082	22.745038515538454
RCR40438	-4.212044169562706	-0.5399999999689354
RCR40442	-5.6862596288844305	-0.6799999999997497
RCR40448	-1.4792154512773723	-0.3000000000000036
RCR40464	-8.722441467763907	-1.1666666666659513
RCR40471	0.19999999999985021	0.9861436341849301
RCR40533	-7.371077296702651	-1.5400000000004184
RCR40976	0.36667449593061624	5.931962205441359
RCR40999	-7.37107729670231	-3.3681925998956785
RCR41023	1.1486321019162518	1.8252191401356015
RCR41024	1.268414815673101	5.93196220544136
RCR41027	2.536829631346202	11.86392441088272
RCR41592	0.0	4.630718170922803
RCR30125	-2.8431298144415997	-0.47999999999993315
RCR90192	1.0	4.930718170922467
RCR90193	1.0	10.530110423860547
