well_ID,drug,conc,timepoint,dead_cells,dead_cells_DOX,total_cells
B11,5FU,0.15625,24h,294,294,1208
B11,5FU,0.15625,24h,314,314,1263
B12,5FU,0.15625,24h,331,331,1229
B12,5FU,0.15625,24h,205,205,1102
B12,5FU,0.15625,24h,239,239,1117
B12,5FU,0.15625,24h,302,302,1184
C01,DMSO,0,24h,364,364,1165
C01,DMSO,0,24h,241,241,1125
C01,DMSO,0,24h,287,287,1175
C01,DMSO,0,24h,228,228,1208
C02,DMSO,0,24h,300,300,1195
C02,DMSO,0,24h,234,234,1129
C02,DMSO,0,24h,299,299,1156
C02,DMSO,0,24h,272,272,1178
C03,DMSO,0,24h,292,292,1217
C03,DMSO,0,24h,253,253,1141
C03,DMSO,0,24h,259,259,1215
C03,DMSO,0,24h,255,255,1199
C04,Ace,0.3125,24h,69,69,406
C04,Ace,0.3125,24h,297,297,1155
C04,Ace,0.3125,24h,346,346,1245
C04,Ace,0.3125,24h,267,267,1154
C05,Ace,0.3125,24h,245,245,1146
C05,Ace,0.3125,24h,239,239,1103
C05,Ace,0.3125,24h,314,314,1193
C05,Ace,0.3125,24h,273,273,1145
C06,Ace,0.3125,24h,278,278,1145
C06,Ace,0.3125,24h,285,285,1198
C06,Ace,0.3125,24h,366,366,1253
C06,Ace,0.3125,24h,303,303,1182
C07,Dox,0.625,24h,343,332,1160
C07,Dox,0.625,24h,327,312,1130
C07,Dox,0.625,24h,338,326,1199
C07,Dox,0.625,24h,408,393,1216
C08,Dox,0.625,24h,324,312,1116
C08,Dox,0.625,24h,332,315,1141
C08,Dox,0.625,24h,366,351,1174
C08,Dox,0.625,24h,320,306,1162
C09,Dox,0.625,24h,282,266,1159
C09,Dox,0.625,24h,241,236,1073
C09,Dox,0.625,24h,306,297,1087
C09,Dox,0.625,24h,352,331,1213
C10,5FU,0.3125,24h,186,186,778
C10,5FU,0.3125,24h,13,13,59
C10,5FU,0.3125,24h,158,158,587
C10,5FU,0.3125,24h,145,145,598
C11,5FU,0.3125,24h,228,228,1135
C11,5FU,0.3125,24h,239,239,1167
C11,5FU,0.3125,24h,286,286,1245
C11,5FU,0.3125,24h,257,257,1145
C12,5FU,0.3125,24h,263,263,1131
C12,5FU,0.3125,24h,193,193,1066
C12,5FU,0.3125,24h,303,303,1212
C12,5FU,0.3125,24h,289,289,1115
D01,stauro,0,24h,345,345,1233
D01,stauro,0,24h,264,264,1191
D01,stauro,0,24h,288,288,1239
D01,stauro,0,24h,322,322,1183
D02,stauro,0,24h,316,316,1267
D02,stauro,0,24h,298,298,1256
D02,stauro,0,24h,317,317,1279
D02,stauro,0,24h,367,367,1293
D03,stauro,0,24h,266,266,1152
D03,stauro,0,24h,283,283,1206
D03,stauro,0,24h,342,342,1292
D03,stauro,0,24h,274,274,1208
D04,Ace,0.625,24h,223,223,1090
D04,Ace,0.625,24h,290,290,1099
D04,Ace,0.625,24h,329,329,1169
D04,Ace,0.625,24h,273,273,1111
D05,Ace,0.625,24h,258,258,1136
D05,Ace,0.625,24h,262,262,1167
D05,Ace,0.625,24h,273,273,1175
D05,Ace,0.625,24h,253,253,1140
D06,Ace,0.625,24h,226,226,1190
D06,Ace,0.625,24h,285,285,1155
D06,Ace,0.625,24h,310,310,1226
D06,Ace,0.625,24h,229,229,1209
D07,Dox,1.25,24h,446,418,1122
D07,Dox,1.25,24h,451,423,1178
D07,Dox,1.25,24h,545,510,1155
D07,Dox,1.25,24h,510,478,1155
D08,Dox,1.25,24h,463,435,1087
D08,Dox,1.25,24h,413,383,1042
D08,Dox,1.25,24h,461,429,1164
D08,Dox,1.25,24h,520,491,1197
D09,Dox,1.25,24h,473,446,1048
D09,Dox,1.25,24h,484,461,1076
D09,Dox,1.25,24h,493,478,1122
D09,Dox,1.25,24h,469,442,1084
D10,5FU,0.625,24h,263,263,1185
D10,5FU,0.625,24h,210,210,1124
D10,5FU,0.625,24h,224,224,1151
D10,5FU,0.625,24h,331,331,1293
D11,5FU,0.625,24h,296,296,1182
D11,5FU,0.625,24h,311,311,1213
D11,5FU,0.625,24h,336,336,1249
D11,5FU,0.625,24h,342,342,1267
D12,5FU,0.625,24h,318,318,1077
D12,5FU,0.625,24h,219,219,995
D12,5FU,0.625,24h,350,350,1183
D12,5FU,0.625,24h,313,313,1118
E01,blank,0,24h,0,0,553
E01,blank,0,24h,0,0,480
E01,blank,0,24h,0,0,477
E01,blank,0,24h,0,0,360
E02,blank,0,24h,0,0,120
E02,blank,0,24h,0,0,0
E02,blank,0,24h,0,0,52
E02,blank,0,24h,0,0,116
E03,blank,0,24h,0,0,171
E03,blank,0,24h,0,0,109
E03,blank,0,24h,0,0,269
E03,blank,0,24h,0,0,161
E04,Ace,1.25,24h,219,219,1077
E04,Ace,1.25,24h,223,223,1085
E04,Ace,1.25,24h,214,214,1113
E04,Ace,1.25,24h,242,242,1143
E05,Ace,1.25,24h,188,188,1089
E05,Ace,1.25,24h,213,213,1166
E05,Ace,1.25,24h,229,229,1205
E05,Ace,1.25,24h,211,211,1136
E06,Ace,1.25,24h,252,252,1119
E06,Ace,1.25,24h,277,277,1193
E06,Ace,1.25,24h,325,325,1206
E06,Ace,1.25,24h,298,298,1239
E07,Dox,2.5,24h,801,649,1169
E07,Dox,2.5,24h,853,725,1170
E07,Dox,2.5,24h,980,856,1329
E07,Dox,2.5,24h,911,773,1257
E08,Dox,2.5,24h,854,698,1152
E08,Dox,2.5,24h,920,735,1190
E08,Dox,2.5,24h,902,752,1203
E08,Dox,2.5,24h,1002,833,1269
E09,Dox,2.5,24h,865,710,1171
E09,Dox,2.5,24h,900,742,1183
E09,Dox,2.5,24h,911,763,1197
E09,Dox,2.5,24h,919,771,1257
E10,5FU,1.25,24h,215,215,1227
E10,5FU,1.25,24h,254,254,1173
E10,5FU,1.25,24h,240,240,1168
E10,5FU,1.25,24h,302,302,1199
E11,5FU,1.25,24h,97,97,345
E11,5FU,1.25,24h,298,298,1170
E11,5FU,1.25,24h,327,327,1205
E11,5FU,1.25,24h,338,338,1231
E12,5FU,1.25,24h,239,239,1051
E12,5FU,1.25,24h,277,277,1070
E12,5FU,1.25,24h,365,365,1149
E12,5FU,1.25,24h,274,274,1080
F04,Ace,2.5,24h,258,258,1118
F04,Ace,2.5,24h,177,177,982
F04,Ace,2.5,24h,216,216,1081
F04,Ace,2.5,24h,261,261,1082
F05,Ace,2.5,24h,150,150,1027
F05,Ace,2.5,24h,197,197,1125
F05,Ace,2.5,24h,242,242,1045
F05,Ace,2.5,24h,176,176,1068
F06,Ace,2.5,24h,228,228,1097
F06,Ace,2.5,24h,198,198,1078
F06,Ace,2.5,24h,289,289,1174
F06,Ace,2.5,24h,238,238,1087
F07,Dox,5,24h,971,738,1060
F07,Dox,5,24h,1073,856,1139
F07,Dox,5,24h,1063,869,1165
F07,Dox,5,24h,1108,887,1184
F08,Dox,5,24h,1023,805,1085
F08,Dox,5,24h,969,745,1066
F08,Dox,5,24h,959,742,1045
F08,Dox,5,24h,1076,843,1151
F09,Dox,5,24h,983,779,1074
F09,Dox,5,24h,1006,805,1090
F09,Dox,5,24h,1126,939,1187
F09,Dox,5,24h,1053,836,1117
F10,5FU,2.5,24h,221,221,1127
F10,5FU,2.5,24h,185,185,1051
F10,5FU,2.5,24h,198,198,1110
F10,5FU,2.5,24h,247,247,1193
F11,5FU,2.5,24h,307,307,1149
F11,5FU,2.5,24h,269,269,1168
F11,5FU,2.5,24h,313,313,1191
F11,5FU,2.5,24h,255,255,1243
F12,5FU,2.5,24h,233,233,1030
F12,5FU,2.5,24h,207,207,1050
F12,5FU,2.5,24h,256,256,1048
F12,5FU,2.5,24h,220,220,1046
G04,Ace,5,24h,209,209,1046
G04,Ace,5,24h,204,204,1104
G04,Ace,5,24h,259,259,1179
G04,Ace,5,24h,267,267,1081
G05,Ace,5,24h,193,193,1018
G05,Ace,5,24h,242,242,1042
G05,Ace,5,24h,277,277,1050
G05,Ace,5,24h,205,205,997
G06,Ace,5,24h,232,232,1116
G06,Ace,5,24h,222,222,1076
G06,Ace,5,24h,307,307,1193
G06,Ace,5,24h,326,326,1197
G07,Dox,10,24h,950,864,950
G07,Dox,10,24h,1127,1037,1128
G07,Dox,10,24h,1113,1043,1114
G07,Dox,10,24h,1082,996,1083
G08,Dox,10,24h,1085,992,1085
G08,Dox,10,24h,971,878,972
G08,Dox,10,24h,921,823,922
G08,Dox,10,24h,1030,934,1031
G09,Dox,10,24h,1093,999,1093
G09,Dox,10,24h,1062,978,1065
G09,Dox,10,24h,1048,972,1049
G09,Dox,10,24h,1118,1018,1119
G10,5FU,5,24h,292,292,1138
G10,5FU,5,24h,219,219,1105
G10,5FU,5,24h,235,235,1113
G10,5FU,5,24h,271,271,1227
G11,5FU,5,24h,243,243,1141
G11,5FU,5,24h,277,277,1160
G11,5FU,5,24h,311,311,1178
G11,5FU,5,24h,268,268,1178
G12,5FU,5,24h,262,262,1084
G12,5FU,5,24h,267,267,1084
G12,5FU,5,24h,342,342,1161
G12,5FU,5,24h,288,288,1064
H04,Ace,10,24h,234,234,972
H04,Ace,10,24h,179,179,956
H04,Ace,10,24h,291,291,1108
H04,Ace,10,24h,257,257,1041
H05,Ace,10,24h,191,191,1026
H05,Ace,10,24h,211,211,1013
H05,Ace,10,24h,207,207,1045
H05,Ace,10,24h,213,213,1003
H06,Ace,10,24h,190,190,1059
H06,Ace,10,24h,184,184,1089
H06,Ace,10,24h,247,247,1165
H06,Ace,10,24h,235,235,1142
H07,Dox,20,24h,984,934,984
H07,Dox,20,24h,77,70,77
H07,Dox,20,24h,1037,1001,1037
H07,Dox,20,24h,1003,961,1003
H08,Dox,20,24h,967,928,967
H08,Dox,20,24h,970,928,970
H08,Dox,20,24h,1,1,1
H08,Dox,20,24h,940,915,940
H09,Dox,20,24h,998,969,998
H09,Dox,20,24h,1019,986,1019
H09,Dox,20,24h,1010,965,1010
H09,Dox,20,24h,662,649,662
H10,5FU,10,24h,311,311,1126
H10,5FU,10,24h,221,221,1096
H10,5FU,10,24h,242,242,1096
H10,5FU,10,24h,274,274,1115
H11,5FU,10,24h,229,229,1103
H11,5FU,10,24h,220,220,1083
H11,5FU,10,24h,247,247,1199
H11,5FU,10,24h,226,226,1129
H12,5FU,10,24h,270,270,1125
H12,5FU,10,24h,205,205,1102
H12,5FU,10,24h,240,240,1114
H12,5FU,10,24h,285,285,1141
A01,blank,0,48h,0,0,386
A01,blank,0,48h,0,0,373
A01,blank,0,48h,0,0,403
A01,blank,0,48h,0,0,382
A02,blank,0,48h,0,0,446
A02,blank,0,48h,0,0,363
A02,blank,0,48h,0,0,366
A02,blank,0,48h,0,0,396
A03,blank,0,48h,0,0,449
A03,blank,0,48h,0,0,448
A03,blank,0,48h,0,0,389
A03,blank,0,48h,0,0,403
A04,Ace,0.078125,48h,390,390,1175
A04,Ace,0.078125,48h,268,268,1060
A04,Ace,0.078125,48h,294,294,1092
A04,Ace,0.078125,48h,332,332,1138
A05,Ace,0.078125,48h,331,331,1076
A05,Ace,0.078125,48h,276,276,1043
A05,Ace,0.078125,48h,329,329,1166
A05,Ace,0.078125,48h,322,322,1143
A06,Ace,0.078125,48h,504,504,1199
A06,Ace,0.078125,48h,406,406,1137
A06,Ace,0.078125,48h,405,405,1179
A06,Ace,0.078125,48h,475,475,1190
A07,Dox,0.15625,48h,447,444,1100
A07,Dox,0.15625,48h,387,381,1104
A07,Dox,0.15625,48h,449,447,1177
A07,Dox,0.15625,48h,420,416,1194
A08,Dox,0.15625,48h,703,698,1376
A08,Dox,0.15625,48h,379,376,1140
A08,Dox,0.15625,48h,410,406,1181
A08,Dox,0.15625,48h,480,476,1212
A09,Dox,0.15625,48h,516,512,1219
A09,Dox,0.15625,48h,396,390,1102
A09,Dox,0.15625,48h,443,439,1174
A09,Dox,0.15625,48h,444,440,1249
A10,5FU,0.078125,48h,0,0,0
A10,5FU,0.078125,48h,387,387,1121
A10,5FU,0.078125,48h,432,432,1188
A10,5FU,0.078125,48h,651,651,1329
A11,5FU,0.078125,48h,545,545,1261
A11,5FU,0.078125,48h,384,384,1070
A11,5FU,0.078125,48h,461,461,1121
A11,5FU,0.078125,48h,566,566,1266
A12,5FU,0.078125,48h,669,669,1348
A12,5FU,0.078125,48h,390,390,1062
A12,5FU,0.078125,48h,442,442,1080
A12,5FU,0.078125,48h,589,589,1267
B01,ctl,0,48h,557,557,1259
B01,ctl,0,48h,276,276,1132
B01,ctl,0,48h,336,336,1088
B01,ctl,0,48h,417,417,1174
B02,ctl,0,48h,392,392,1252
B02,ctl,0,48h,281,281,1116
B02,ctl,0,48h,319,319,1143
B02,ctl,0,48h,468,468,1245
B03,ctl,0,48h,529,529,1253
B03,ctl,0,48h,324,324,1128
B03,ctl,0,48h,426,426,1164
B03,ctl,0,48h,489,489,1278
B04,Ace,0.15625,48h,366,366,1122
B04,Ace,0.15625,48h,297,297,1114
B04,Ace,0.15625,48h,355,355,1114
B04,Ace,0.15625,48h,405,405,1124
B05,Ace,0.15625,48h,378,378,1104
B05,Ace,0.15625,48h,384,384,1153
B05,Ace,0.15625,48h,429,429,1226
B05,Ace,0.15625,48h,399,399,1140
B06,Ace,0.15625,48h,467,467,1236
B06,Ace,0.15625,48h,422,422,1170
B06,Ace,0.15625,48h,439,439,1216
B06,Ace,0.15625,48h,461,461,1268
B07,Dox,0.3125,48h,526,518,1221
B07,Dox,0.3125,48h,463,459,1149
B07,Dox,0.3125,48h,531,528,1237
B07,Dox,0.3125,48h,509,504,1228
B08,Dox,0.3125,48h,463,458,1130
B08,Dox,0.3125,48h,351,345,1086
B08,Dox,0.3125,48h,483,482,1190
B08,Dox,0.3125,48h,482,477,1211
B09,Dox,0.3125,48h,428,425,1133
B09,Dox,0.3125,48h,374,371,1113
B09,Dox,0.3125,48h,377,371,1082
B09,Dox,0.3125,48h,401,398,1112
B10,5FU,0.15625,48h,518,518,1223
B10,5FU,0.15625,48h,447,447,1133
B10,5FU,0.15625,48h,486,486,1198
B10,5FU,0.15625,48h,550,550,1303
B11,5FU,0.15625,48h,572,572,1295
B11,5FU,0.15625,48h,377,377,1115
B11,5FU,0.15625,48h,482,482,1194
B11,5FU,0.15625,48h,565,565,1258
B12,5FU,0.15625,48h,715,715,1439
B12,5FU,0.15625,48h,359,359,1063
B12,5FU,0.15625,48h,373,373,1105
B12,5FU,0.15625,48h,569,569,1234
C01,DMSO,0,48h,620,620,1260
C01,DMSO,0,48h,397,397,1089
C01,DMSO,0,48h,460,460,1136
C01,DMSO,0,48h,570,570,1316
C02,DMSO,0,48h,597,597,1272
C02,DMSO,0,48h,357,357,1110
C02,DMSO,0,48h,464,464,1163
C02,DMSO,0,48h,590,590,1245
C03,DMSO,0,48h,560,560,1293
C03,DMSO,0,48h,486,486,1176
C03,DMSO,0,48h,474,474,1249
C03,DMSO,0,48h,488,488,1219
C04,Ace,0.3125,48h,150,150,416
C04,Ace,0.3125,48h,398,398,1138
C04,Ace,0.3125,48h,454,454,1199
C04,Ace,0.3125,48h,424,424,1187
C05,Ace,0.3125,48h,426,426,1117
C05,Ace,0.3125,48h,396,396,1144
C05,Ace,0.3125,48h,429,429,1194
C05,Ace,0.3125,48h,420,420,1110
C06,Ace,0.3125,48h,480,480,1168
C06,Ace,0.3125,48h,403,403,1130
C06,Ace,0.3125,48h,507,507,1244
C06,Ace,0.3125,48h,495,495,1234
C07,Dox,0.625,48h,500,496,1159
C07,Dox,0.625,48h,462,452,1141
C07,Dox,0.625,48h,523,512,1213
C07,Dox,0.625,48h,562,551,1194
C08,Dox,0.625,48h,484,476,1149
C08,Dox,0.625,48h,467,456,1117
C08,Dox,0.625,48h,524,511,1145
C08,Dox,0.625,48h,450,440,1128
C09,Dox,0.625,48h,466,458,1161
C09,Dox,0.625,48h,379,373,1049
C09,Dox,0.625,48h,456,452,1093
C09,Dox,0.625,48h,524,517,1160
C10,5FU,0.3125,48h,411,411,1000
C10,5FU,0.3125,48h,81,81,116
C10,5FU,0.3125,48h,127,127,229
C10,5FU,0.3125,48h,343,343,894
C11,5FU,0.3125,48h,485,485,1222
C11,5FU,0.3125,48h,373,373,1110
C11,5FU,0.3125,48h,450,450,1218
C11,5FU,0.3125,48h,436,436,1151
C12,5FU,0.3125,48h,496,496,1218
C12,5FU,0.3125,48h,318,318,1050
C12,5FU,0.3125,48h,451,451,1197
C12,5FU,0.3125,48h,532,532,1223
D01,stauro,0,48h,733,733,1294
D01,stauro,0,48h,686,686,1274
D01,stauro,0,48h,685,685,1294
D01,stauro,0,48h,674,674,1238
D02,stauro,0,48h,660,660,1281
D02,stauro,0,48h,673,673,1310
D02,stauro,0,48h,688,688,1311
D02,stauro,0,48h,709,709,1348
D03,stauro,0,48h,587,587,1183
D03,stauro,0,48h,663,663,1240
D03,stauro,0,48h,684,684,1290
D03,stauro,0,48h,652,652,1239
D04,Ace,0.625,48h,374,374,1074
D04,Ace,0.625,48h,407,407,1151
D04,Ace,0.625,48h,447,447,1163
D04,Ace,0.625,48h,414,414,1119
D05,Ace,0.625,48h,396,396,1157
D05,Ace,0.625,48h,411,411,1118
D05,Ace,0.625,48h,418,418,1209
D05,Ace,0.625,48h,389,389,1145
D06,Ace,0.625,48h,405,405,1143
D06,Ace,0.625,48h,432,432,1139
D06,Ace,0.625,48h,470,470,1181
D06,Ace,0.625,48h,452,452,1248
D07,Dox,1.25,48h,718,706,861
D07,Dox,1.25,48h,182,180,204
D07,Dox,1.25,48h,856,833,1147
D07,Dox,1.25,48h,918,905,1218
D08,Dox,1.25,48h,922,911,1174
D08,Dox,1.25,48h,732,716,963
D08,Dox,1.25,48h,831,815,1080
D08,Dox,1.25,48h,907,882,1162
D09,Dox,1.25,48h,879,863,1147
D09,Dox,1.25,48h,815,801,1082
D09,Dox,1.25,48h,808,791,1076
D09,Dox,1.25,48h,885,871,1144
D10,5FU,0.625,48h,533,533,1223
D10,5FU,0.625,48h,441,441,1140
D10,5FU,0.625,48h,434,434,1140
D10,5FU,0.625,48h,539,539,1252
D11,5FU,0.625,48h,569,569,1262
D11,5FU,0.625,48h,480,480,1171
D11,5FU,0.625,48h,570,570,1277
D11,5FU,0.625,48h,598,598,1295
D12,5FU,0.625,48h,545,545,1144
D12,5FU,0.625,48h,377,377,1005
D12,5FU,0.625,48h,506,506,1110
D12,5FU,0.625,48h,539,539,1150
E01,blank,0,48h,0,0,683
E01,blank,0,48h,0,0,638
E01,blank,0,48h,0,0,684
E01,blank,0,48h,0,0,550
E02,blank,0,48h,0,0,918
E02,blank,0,48h,0,0,11
E02,blank,0,48h,0,0,829
E02,blank,0,48h,0,0,783
E03,blank,0,48h,0,0,581
E03,blank,0,48h,0,0,793
E03,blank,0,48h,0,0,657
E03,blank,0,48h,0,0,597
E04,Ace,1.25,48h,427,427,1150
E04,Ace,1.25,48h,367,367,1070
E04,Ace,1.25,48h,418,418,1132
E04,Ace,1.25,48h,417,417,1089
E05,Ace,1.25,48h,350,350,1094
E05,Ace,1.25,48h,378,378,1158
E05,Ace,1.25,48h,393,393,1216
E05,Ace,1.25,48h,420,420,1170
E06,Ace,1.25,48h,462,462,1146
E06,Ace,1.25,48h,427,427,1177
E06,Ace,1.25,48h,488,488,1202
E06,Ace,1.25,48h,504,504,1222
E07,Dox,2.5,48h,1006,976,1047
E07,Dox,2.5,48h,1005,980,1062
E07,Dox,2.5,48h,1039,1006,1094
E07,Dox,2.5,48h,1085,1050,1142
E08,Dox,2.5,48h,954,925,987
E08,Dox,2.5,48h,918,896,950
E08,Dox,2.5,48h,959,927,998
E08,Dox,2.5,48h,1022,997,1058
E09,Dox,2.5,48h,1065,1037,1092
E09,Dox,2.5,48h,977,966,1008
E09,Dox,2.5,48h,1020,991,1079
E09,Dox,2.5,48h,1059,1036,1102
E10,5FU,1.25,48h,413,413,1186
E10,5FU,1.25,48h,404,404,1163
E10,5FU,1.25,48h,431,431,1154
E10,5FU,1.25,48h,486,486,1225
E11,5FU,1.25,48h,159,159,310
E11,5FU,1.25,48h,496,496,1159
E11,5FU,1.25,48h,481,481,1125
E11,5FU,1.25,48h,580,580,1238
E12,5FU,1.25,48h,529,529,1169
E12,5FU,1.25,48h,436,436,1054
E12,5FU,1.25,48h,489,489,1132
E12,5FU,1.25,48h,514,514,1119
F04,Ace,2.5,48h,543,543,1194
F04,Ace,2.5,48h,402,402,1015
F04,Ace,2.5,48h,451,451,1102
F04,Ace,2.5,48h,529,529,1161
F05,Ace,2.5,48h,371,371,1036
F05,Ace,2.5,48h,370,370,1088
F05,Ace,2.5,48h,431,431,1086
F05,Ace,2.5,48h,388,388,1086
F06,Ace,2.5,48h,448,448,1100
F06,Ace,2.5,48h,440,440,1087
F06,Ace,2.5,48h,509,509,1156
F06,Ace,2.5,48h,482,482,1112
F07,Dox,5,48h,851,827,853
F07,Dox,5,48h,822,804,823
F07,Dox,5,48h,728,704,734
F07,Dox,5,48h,811,794,813
F08,Dox,5,48h,788,769,793
F08,Dox,5,48h,706,686,712
F08,Dox,5,48h,693,677,696
F08,Dox,5,48h,786,774,789
F09,Dox,5,48h,793,773,796
F09,Dox,5,48h,665,646,665
F09,Dox,5,48h,727,704,727
F09,Dox,5,48h,733,716,737
F10,5FU,2.5,48h,207,207,500
F10,5FU,2.5,48h,389,389,1020
F10,5FU,2.5,48h,396,396,1114
F10,5FU,2.5,48h,478,478,1187
F11,5FU,2.5,48h,641,641,1225
F11,5FU,2.5,48h,503,503,1121
F11,5FU,2.5,48h,548,548,1188
F11,5FU,2.5,48h,512,512,1216
F12,5FU,2.5,48h,494,494,1126
F12,5FU,2.5,48h,351,351,960
F12,5FU,2.5,48h,420,420,1017
F12,5FU,2.5,48h,422,422,1059
G04,Ace,5,48h,507,507,1065
G04,Ace,5,48h,415,415,1081
G04,Ace,5,48h,549,549,1145
G04,Ace,5,48h,502,502,1110
G05,Ace,5,48h,474,474,1040
G05,Ace,5,48h,461,461,1064
G05,Ace,5,48h,497,497,1042
G05,Ace,5,48h,455,455,1011
G06,Ace,5,48h,568,568,1139
G06,Ace,5,48h,507,507,1104
G06,Ace,5,48h,577,577,1162
G06,Ace,5,48h,570,570,1172
G07,Dox,10,48h,942,936,942
G07,Dox,10,48h,998,985,998
G07,Dox,10,48h,988,982,988
G07,Dox,10,48h,1019,1006,1019
G08,Dox,10,48h,1003,997,1003
G08,Dox,10,48h,867,854,867
G08,Dox,10,48h,840,831,840
G08,Dox,10,48h,985,979,985
G09,Dox,10,48h,1038,1031,1038
G09,Dox,10,48h,993,813,993
G09,Dox,10,48h,887,782,887
G09,Dox,10,48h,1004,986,1004
G10,5FU,5,48h,601,601,1219
G10,5FU,5,48h,460,460,1086
G10,5FU,5,48h,444,444,1113
G10,5FU,5,48h,521,521,1231
G11,5FU,5,48h,575,575,1224
G11,5FU,5,48h,556,556,1154
G11,5FU,5,48h,545,545,1163
G11,5FU,5,48h,497,497,1130
G12,5FU,5,48h,637,637,1243
G12,5FU,5,48h,472,472,1045
G12,5FU,5,48h,531,531,1118
G12,5FU,5,48h,491,491,1081
H04,Ace,10,48h,570,570,1019
H04,Ace,10,48h,521,521,992
H04,Ace,10,48h,621,621,1099
H04,Ace,10,48h,674,674,1129
H05,Ace,10,48h,678,678,1110
H05,Ace,10,48h,595,595,1012
H05,Ace,10,48h,605,605,1061
H05,Ace,10,48h,630,630,1058
H06,Ace,10,48h,655,655,1147
H06,Ace,10,48h,613,613,1108
H06,Ace,10,48h,698,698,1235
H06,Ace,10,48h,655,655,1175
H07,Dox,20,48h,769,673,769
H07,Dox,20,48h,58,55,58
H07,Dox,20,48h,835,661,835
H07,Dox,20,48h,922,748,922
H08,Dox,20,48h,899,773,899
H08,Dox,20,48h,767,643,767
H08,Dox,20,48h,1,1,1
H08,Dox,20,48h,788,645,788
H09,Dox,20,48h,785,671,785
H09,Dox,20,48h,690,593,690
H09,Dox,20,48h,735,591,735
H09,Dox,20,48h,805,703,805
