well_ID,drug,conc,timepoint,dead_cells,dead_cells_DOX,total_cells
C01,DMSO,0,24h,74,74,607
C01,DMSO,0,24h,69,69,636
C02,DMSO,0,24h,58,58,613
C02,DMSO,0,24h,52,52,567
C02,DMSO,0,24h,40,40,556
C02,DMSO,0,24h,70,70,682
C03,DMSO,0,24h,54,54,639
C03,DMSO,0,24h,44,44,627
C03,DMSO,0,24h,54,54,648
C03,DMSO,0,24h,59,59,616
C04,Ace,0.3125,24h,53,53,608
C04,Ace,0.3125,24h,56,56,618
C04,Ace,0.3125,24h,60,60,640
C04,Ace,0.3125,24h,68,68,655
C05,Ace,0.3125,24h,53,53,668
C05,Ace,0.3125,24h,90,90,674
C05,Ace,0.3125,24h,102,102,715
C05,Ace,0.3125,24h,58,58,712
C06,Ace,0.3125,24h,49,49,630
C06,Ace,0.3125,24h,63,63,649
C06,Ace,0.3125,24h,74,74,721
C06,Ace,0.3125,24h,49,49,651
C07,Dox,0.625,24h,71,71,615
C07,Dox,0.625,24h,77,74,713
C07,Dox,0.625,24h,76,74,646
C07,Dox,0.625,24h,87,84,634
C08,Dox,0.625,24h,58,58,597
C08,Dox,0.625,24h,61,57,633
C08,Dox,0.625,24h,82,76,664
C08,Dox,0.625,24h,55,52,592
C09,Dox,0.625,24h,56,55,606
C09,Dox,0.625,24h,57,54,641
C09,Dox,0.625,24h,102,96,731
C09,Dox,0.625,24h,117,112,705
C10,5FU,0.3125,24h,58,58,641
C10,5FU,0.3125,24h,69,69,687
C10,5FU,0.3125,24h,88,88,695
C10,5FU,0.3125,24h,50,50,647
C11,5FU,0.3125,24h,65,65,630
C11,5FU,0.3125,24h,86,86,662
C11,5FU,0.3125,24h,102,102,679
C11,5FU,0.3125,24h,86,86,654
C12,5FU,0.3125,24h,61,61,579
C12,5FU,0.3125,24h,74,74,627
C12,5FU,0.3125,24h,90,90,707
C12,5FU,0.3125,24h,68,68,531
D01,stauro,0,24h,83,83,590
D01,stauro,0,24h,80,80,612
D01,stauro,0,24h,74,74,616
D01,stauro,0,24h,67,67,577
D02,stauro,0,24h,79,79,610
D02,stauro,0,24h,91,91,682
D02,stauro,0,24h,112,112,736
D02,stauro,0,24h,102,102,651
D03,stauro,0,24h,91,91,591
D03,stauro,0,24h,91,91,634
D03,stauro,0,24h,72,72,604
D03,stauro,0,24h,98,98,583
D04,Ace,0.625,24h,65,65,654
D04,Ace,0.625,24h,59,59,662
D04,Ace,0.625,24h,67,67,681
D04,Ace,0.625,24h,85,85,695
D05,Ace,0.625,24h,51,51,600
D05,Ace,0.625,24h,89,89,758
D05,Ace,0.625,24h,122,122,755
D05,Ace,0.625,24h,53,53,654
D06,Ace,0.625,24h,48,48,722
D06,Ace,0.625,24h,103,103,775
D06,Ace,0.625,24h,77,77,779
D06,Ace,0.625,24h,81,81,745
D07,Dox,1.25,24h,149,138,716
D07,Dox,1.25,24h,151,137,731
D07,Dox,1.25,24h,156,142,732
D07,Dox,1.25,24h,138,119,732
D08,Dox,1.25,24h,77,70,583
D08,Dox,1.25,24h,82,76,621
D08,Dox,1.25,24h,94,83,627
D08,Dox,1.25,24h,66,57,568
D09,Dox,1.25,24h,122,115,621
D09,Dox,1.25,24h,115,100,606
D09,Dox,1.25,24h,144,135,686
D09,Dox,1.25,24h,135,130,653
D10,5FU,0.625,24h,53,53,606
D10,5FU,0.625,24h,53,53,621
D10,5FU,0.625,24h,63,63,637
D10,5FU,0.625,24h,53,53,582
D11,5FU,0.625,24h,68,68,638
D11,5FU,0.625,24h,82,82,714
D11,5FU,0.625,24h,131,131,686
D11,5FU,0.625,24h,70,70,640
D12,5FU,0.625,24h,58,58,624
D12,5FU,0.625,24h,50,50,645
D12,5FU,0.625,24h,60,60,697
D12,5FU,0.625,24h,49,49,698
E01,blank,0,24h,53,53,664
E01,blank,0,24h,47,47,678
E01,blank,0,24h,34,34,602
E01,blank,0,24h,48,48,613
E02,blank,0,24h,92,92,729
E02,blank,0,24h,85,85,795
E02,blank,0,24h,94,94,805
E02,blank,0,24h,92,92,738
E03,blank,0,24h,74,74,704
E03,blank,0,24h,67,67,687
E03,blank,0,24h,88,88,763
E03,blank,0,24h,99,99,733
E04,Ace,1.25,24h,53,53,599
E04,Ace,1.25,24h,76,76,596
E04,Ace,1.25,24h,119,119,675
E04,Ace,1.25,24h,101,101,646
E05,Ace,1.25,24h,91,91,713
E05,Ace,1.25,24h,98,98,629
E05,Ace,1.25,24h,114,114,675
E05,Ace,1.25,24h,104,104,712
E06,Ace,1.25,24h,80,80,639
E06,Ace,1.25,24h,109,109,716
E06,Ace,1.25,24h,133,133,810
E06,Ace,1.25,24h,73,73,707
E07,Dox,2.5,24h,263,153,633
E07,Dox,2.5,24h,270,158,633
E07,Dox,2.5,24h,291,172,710
E07,Dox,2.5,24h,307,188,677
E08,Dox,2.5,24h,188,111,614
E08,Dox,2.5,24h,281,133,741
E08,Dox,2.5,24h,259,154,679
E08,Dox,2.5,24h,208,124,620
E09,Dox,2.5,24h,144,76,523
E09,Dox,2.5,24h,204,94,586
E09,Dox,2.5,24h,182,106,615
E09,Dox,2.5,24h,187,111,604
E10,5FU,1.25,24h,46,46,617
E10,5FU,1.25,24h,61,61,659
E10,5FU,1.25,24h,73,73,686
E10,5FU,1.25,24h,45,45,673
E11,5FU,1.25,24h,64,64,615
E11,5FU,1.25,24h,94,94,730
E11,5FU,1.25,24h,87,87,690
E11,5FU,1.25,24h,58,58,611
E12,5FU,1.25,24h,68,68,552
E12,5FU,1.25,24h,71,71,704
E12,5FU,1.25,24h,74,74,711
E12,5FU,1.25,24h,52,52,641
F04,Ace,2.5,24h,54,54,470
F04,Ace,2.5,24h,85,85,633
F04,Ace,2.5,24h,74,74,628
F04,Ace,2.5,24h,11,11,122
F05,Ace,2.5,24h,76,76,684
F05,Ace,2.5,24h,58,58,611
F05,Ace,2.5,24h,67,67,618
F05,Ace,2.5,24h,97,97,634
F06,Ace,2.5,24h,74,74,593
F06,Ace,2.5,24h,113,113,656
F06,Ace,2.5,24h,89,89,666
F06,Ace,2.5,24h,98,98,680
F07,Dox,5,24h,408,232,580
F07,Dox,5,24h,451,287,632
F07,Dox,5,24h,441,270,617
F07,Dox,5,24h,381,210,566
F08,Dox,5,24h,386,225,572
F08,Dox,5,24h,394,218,592
F08,Dox,5,24h,377,214,559
F08,Dox,5,24h,481,289,640
F09,Dox,5,24h,456,283,584
F09,Dox,5,24h,424,252,560
F09,Dox,5,24h,405,237,560
F09,Dox,5,24h,477,320,630
F10,5FU,2.5,24h,38,38,633
F10,5FU,2.5,24h,27,27,619
F10,5FU,2.5,24h,61,61,680
F10,5FU,2.5,24h,41,41,646
F11,5FU,2.5,24h,64,64,630
F11,5FU,2.5,24h,67,67,664
F11,5FU,2.5,24h,96,96,730
F11,5FU,2.5,24h,60,60,636
F12,5FU,2.5,24h,42,42,642
F12,5FU,2.5,24h,37,37,590
F12,5FU,2.5,24h,67,67,647
F12,5FU,2.5,24h,64,64,714
G04,Ace,5,24h,66,66,634
G04,Ace,5,24h,74,74,646
G04,Ace,5,24h,70,70,617
G04,Ace,5,24h,61,61,693
G05,Ace,5,24h,79,79,648
G05,Ace,5,24h,90,90,675
G05,Ace,5,24h,117,117,635
G05,Ace,5,24h,106,106,648
G06,Ace,5,24h,64,64,606
G06,Ace,5,24h,76,76,622
G06,Ace,5,24h,74,74,637
G06,Ace,5,24h,93,93,648
G07,Dox,10,24h,623,490,625
G07,Dox,10,24h,688,560,691
G07,Dox,10,24h,713,598,713
G07,Dox,10,24h,654,510,654
G08,Dox,10,24h,549,431,549
G08,Dox,10,24h,587,451,587
G08,Dox,10,24h,572,455,573
G08,Dox,10,24h,484,388,487
G09,Dox,10,24h,593,413,595
G09,Dox,10,24h,658,518,659
G09,Dox,10,24h,705,575,705
G09,Dox,10,24h,652,519,655
G10,5FU,5,24h,29,29,599
G10,5FU,5,24h,52,52,699
G10,5FU,5,24h,80,80,717
G10,5FU,5,24h,45,45,643
G11,5FU,5,24h,57,57,643
G11,5FU,5,24h,78,78,709
G11,5FU,5,24h,95,95,674
G11,5FU,5,24h,49,49,601
G12,5FU,5,24h,41,41,601
G12,5FU,5,24h,64,64,639
G12,5FU,5,24h,65,65,742
G12,5FU,5,24h,65,65,611
H04,Ace,10,24h,72,72,636
H04,Ace,10,24h,80,80,651
H04,Ace,10,24h,70,70,666
H04,Ace,10,24h,81,81,667
H05,Ace,10,24h,151,151,759
H05,Ace,10,24h,95,95,694
H05,Ace,10,24h,102,102,714
H05,Ace,10,24h,120,120,714
H06,Ace,10,24h,47,47,606
H06,Ace,10,24h,69,69,637
H06,Ace,10,24h,36,36,387
H06,Ace,10,24h,43,43,451
H07,Dox,20,24h,595,555,595
H07,Dox,20,24h,661,633,661
H07,Dox,20,24h,713,682,713
H07,Dox,20,24h,649,609,649
H08,Dox,20,24h,628,595,628
H08,Dox,20,24h,711,685,711
H08,Dox,20,24h,655,626,655
H08,Dox,20,24h,711,678,711
H09,Dox,20,24h,625,586,625
H09,Dox,20,24h,518,486,518
H09,Dox,20,24h,656,634,656
H09,Dox,20,24h,637,582,637
H10,5FU,10,24h,61,61,665
H10,5FU,10,24h,60,60,707
H10,5FU,10,24h,76,76,775
H10,5FU,10,24h,60,60,676
H11,5FU,10,24h,45,45,656
H11,5FU,10,24h,70,70,683
H11,5FU,10,24h,96,96,691
H11,5FU,10,24h,79,79,696
H12,5FU,10,24h,26,26,607
H12,5FU,10,24h,34,34,606
H12,5FU,10,24h,45,45,703
H12,5FU,10,24h,31,31,672
A01,blank,0,48h,0,0,0
A01,blank,0,48h,0,0,0
A01,blank,0,48h,0,0,1419
A01,blank,0,48h,0,0,0
A02,blank,0,48h,0,0,844
A02,blank,0,48h,0,0,1027
A02,blank,0,48h,0,0,1163
A02,blank,0,48h,0,0,0
A03,blank,0,48h,0,0,92
A03,blank,0,48h,0,0,309
A03,blank,0,48h,0,0,294
A03,blank,0,48h,0,0,85
A04,Ace,0.078125,48h,92,92,639
A04,Ace,0.078125,48h,78,78,618
A04,Ace,0.078125,48h,96,96,687
A04,Ace,0.078125,48h,136,136,757
A05,Ace,0.078125,48h,84,84,643
A05,Ace,0.078125,48h,98,98,653
A05,Ace,0.078125,48h,101,101,675
A05,Ace,0.078125,48h,71,71,668
A06,Ace,0.078125,48h,113,113,663
A06,Ace,0.078125,48h,97,97,598
A06,Ace,0.078125,48h,79,79,683
A06,Ace,0.078125,48h,119,119,720
A07,Dox,0.15625,48h,122,122,660
A07,Dox,0.15625,48h,91,92,667
A07,Dox,0.15625,48h,115,115,693
A07,Dox,0.15625,48h,125,126,708
A08,Dox,0.15625,48h,88,88,654
A08,Dox,0.15625,48h,119,119,633
A08,Dox,0.15625,48h,97,97,699
A08,Dox,0.15625,48h,134,135,703
A09,Dox,0.15625,48h,120,120,705
A09,Dox,0.15625,48h,116,119,687
A09,Dox,0.15625,48h,125,125,738
A09,Dox,0.15625,48h,123,123,706
A10,5FU,0.078125,48h,138,138,583
A10,5FU,0.078125,48h,97,97,548
A10,5FU,0.078125,48h,144,144,686
A10,5FU,0.078125,48h,155,155,670
A11,5FU,0.078125,48h,176,176,705
A11,5FU,0.078125,48h,112,112,624
A11,5FU,0.078125,48h,149,149,714
A11,5FU,0.078125,48h,176,176,726
A12,5FU,0.078125,48h,165,165,702
A12,5FU,0.078125,48h,88,88,598
A12,5FU,0.078125,48h,110,110,613
A12,5FU,0.078125,48h,191,191,760
B01,ctl,0,48h,85,85,587
B01,ctl,0,48h,58,58,558
B01,ctl,0,48h,51,51,644
B01,ctl,0,48h,93,93,674
B02,ctl,0,48h,75,75,601
B02,ctl,0,48h,65,65,615
B02,ctl,0,48h,178,178,772
B02,ctl,0,48h,88,88,622
B03,ctl,0,48h,83,83,605
B03,ctl,0,48h,62,62,651
B03,ctl,0,48h,72,72,680
B03,ctl,0,48h,96,96,731
B04,Ace,0.15625,48h,98,98,656
B04,Ace,0.15625,48h,106,106,688
B04,Ace,0.15625,48h,85,85,665
B04,Ace,0.15625,48h,79,79,664
B05,Ace,0.15625,48h,59,59,610
B05,Ace,0.15625,48h,52,52,592
B05,Ace,0.15625,48h,86,86,661
B05,Ace,0.15625,48h,73,73,626
B06,Ace,0.15625,48h,91,91,707
B06,Ace,0.15625,48h,111,111,715
B06,Ace,0.15625,48h,116,116,744
B06,Ace,0.15625,48h,83,83,713
B07,Dox,0.3125,48h,91,92,687
B07,Dox,0.3125,48h,106,106,688
B07,Dox,0.3125,48h,109,108,689
B07,Dox,0.3125,48h,115,114,631
B08,Dox,0.3125,48h,96,96,593
B08,Dox,0.3125,48h,85,85,578
B08,Dox,0.3125,48h,134,135,738
B08,Dox,0.3125,48h,111,111,672
B09,Dox,0.3125,48h,92,92,610
B09,Dox,0.3125,48h,81,81,641
B09,Dox,0.3125,48h,100,99,653
B09,Dox,0.3125,48h,157,158,726
B10,5FU,0.15625,48h,74,74,569
B10,5FU,0.15625,48h,102,102,618
B10,5FU,0.15625,48h,99,99,612
B10,5FU,0.15625,48h,88,88,573
B11,5FU,0.15625,48h,121,121,655
B11,5FU,0.15625,48h,122,122,658
B11,5FU,0.15625,48h,126,126,729
B11,5FU,0.15625,48h,144,144,689
B12,5FU,0.15625,48h,139,139,690
B12,5FU,0.15625,48h,134,134,630
B12,5FU,0.15625,48h,144,144,695
B12,5FU,0.15625,48h,119,119,665
C01,DMSO,0,48h,97,97,596
C01,DMSO,0,48h,83,83,580
C01,DMSO,0,48h,106,106,615
C01,DMSO,0,48h,86,86,641
C02,DMSO,0,48h,94,94,641
C02,DMSO,0,48h,65,65,556
C02,DMSO,0,48h,58,58,561
C02,DMSO,0,48h,102,102,694
C03,DMSO,0,48h,69,69,625
C03,DMSO,0,48h,69,69,629
C03,DMSO,0,48h,76,76,654
C03,DMSO,0,48h,95,95,624
C04,Ace,0.3125,48h,84,84,636
C04,Ace,0.3125,48h,62,62,623
C04,Ace,0.3125,48h,68,68,654
C04,Ace,0.3125,48h,81,81,633
C05,Ace,0.3125,48h,67,67,663
C05,Ace,0.3125,48h,94,94,654
C05,Ace,0.3125,48h,121,121,727
C05,Ace,0.3125,48h,87,87,695
C06,Ace,0.3125,48h,94,94,643
C06,Ace,0.3125,48h,84,84,635
C06,Ace,0.3125,48h,107,107,694
C06,Ace,0.3125,48h,92,92,659
C07,Dox,0.625,48h,65,62,566
C07,Dox,0.625,48h,101,98,652
C07,Dox,0.625,48h,77,76,625
C07,Dox,0.625,48h,118,117,653
C08,Dox,0.625,48h,84,82,595
C08,Dox,0.625,48h,79,77,595
C08,Dox,0.625,48h,89,89,622
C08,Dox,0.625,48h,64,62,598
C09,Dox,0.625,48h,68,65,580
C09,Dox,0.625,48h,65,64,622
C09,Dox,0.625,48h,119,116,718
C09,Dox,0.625,48h,163,161,712
C10,5FU,0.3125,48h,93,93,636
C10,5FU,0.3125,48h,98,98,667
C10,5FU,0.3125,48h,129,129,668
C10,5FU,0.3125,48h,74,74,630
C11,5FU,0.3125,48h,112,112,606
C11,5FU,0.3125,48h,112,112,637
C11,5FU,0.3125,48h,163,163,712
C11,5FU,0.3125,48h,139,139,673
C12,5FU,0.3125,48h,106,106,564
C12,5FU,0.3125,48h,117,117,617
C12,5FU,0.3125,48h,147,147,673
C12,5FU,0.3125,48h,121,121,521
D01,stauro,0,48h,128,128,607
D01,stauro,0,48h,108,108,586
D01,stauro,0,48h,95,95,601
D01,stauro,0,48h,102,102,577
D02,stauro,0,48h,92,92,591
D02,stauro,0,48h,107,107,635
D02,stauro,0,48h,149,149,713
D02,stauro,0,48h,141,141,651
D03,stauro,0,48h,125,125,565
D03,stauro,0,48h,120,120,601
D03,stauro,0,48h,93,93,585
D03,stauro,0,48h,113,113,574
D04,Ace,0.625,48h,77,77,639
D04,Ace,0.625,48h,74,74,610
D04,Ace,0.625,48h,97,97,661
D04,Ace,0.625,48h,111,111,695
D05,Ace,0.625,48h,101,101,650
D05,Ace,0.625,48h,119,119,753
D05,Ace,0.625,48h,143,143,745
D05,Ace,0.625,48h,95,95,640
D06,Ace,0.625,48h,78,78,716
D06,Ace,0.625,48h,131,131,757
D06,Ace,0.625,48h,130,130,752
D06,Ace,0.625,48h,92,92,740
D07,Dox,1.25,48h,293,281,676
D07,Dox,1.25,48h,281,266,631
D07,Dox,1.25,48h,302,288,677
D07,Dox,1.25,48h,272,261,673
D08,Dox,1.25,48h,172,163,565
D08,Dox,1.25,48h,168,147,575
D08,Dox,1.25,48h,198,187,607
D08,Dox,1.25,48h,131,121,525
D09,Dox,1.25,48h,251,242,623
D09,Dox,1.25,48h,239,229,579
D09,Dox,1.25,48h,263,246,629
D09,Dox,1.25,48h,245,231,603
D10,5FU,0.625,48h,67,67,596
D10,5FU,0.625,48h,84,84,620
D10,5FU,0.625,48h,90,90,611
D10,5FU,0.625,48h,67,67,547
D11,5FU,0.625,48h,125,125,647
D11,5FU,0.625,48h,122,122,676
D11,5FU,0.625,48h,152,152,684
D11,5FU,0.625,48h,118,118,645
D12,5FU,0.625,48h,101,101,605
D12,5FU,0.625,48h,73,73,603
D12,5FU,0.625,48h,115,115,696
D12,5FU,0.625,48h,84,84,663
E01,blank,0,48h,82,82,634
E01,blank,0,48h,71,71,650
E01,blank,0,48h,44,44,580
E01,blank,0,48h,86,86,632
E02,blank,0,48h,111,111,699
E02,blank,0,48h,109,109,771
E02,blank,0,48h,122,122,787
E02,blank,0,48h,120,120,753
E03,blank,0,48h,85,85,694
E03,blank,0,48h,67,67,694
E03,blank,0,48h,106,106,730
E03,blank,0,48h,109,109,742
E04,Ace,1.25,48h,88,88,591
E04,Ace,1.25,48h,85,85,559
E04,Ace,1.25,48h,138,138,672
E04,Ace,1.25,48h,128,128,632
E05,Ace,1.25,48h,111,111,675
E05,Ace,1.25,48h,117,117,622
E05,Ace,1.25,48h,123,123,640
E05,Ace,1.25,48h,118,118,676
E06,Ace,1.25,48h,128,128,656
E06,Ace,1.25,48h,134,134,712
E06,Ace,1.25,48h,160,160,744
E06,Ace,1.25,48h,115,115,659
E07,Dox,2.5,48h,309,212,503
E07,Dox,2.5,48h,261,170,478
E07,Dox,2.5,48h,305,202,515
E07,Dox,2.5,48h,279,193,483
E08,Dox,2.5,48h,245,170,527
E08,Dox,2.5,48h,259,178,515
E08,Dox,2.5,48h,268,182,514
E08,Dox,2.5,48h,257,166,475
E09,Dox,2.5,48h,224,151,420
E09,Dox,2.5,48h,227,157,450
E09,Dox,2.5,48h,208,140,441
E09,Dox,2.5,48h,219,149,435
E10,5FU,1.25,48h,62,62,600
E10,5FU,1.25,48h,64,64,635
E10,5FU,1.25,48h,85,85,673
E10,5FU,1.25,48h,58,58,666
E11,5FU,1.25,48h,113,113,602
E11,5FU,1.25,48h,127,127,682
E11,5FU,1.25,48h,120,120,660
E11,5FU,1.25,48h,96,96,592
E12,5FU,1.25,48h,100,100,552
E12,5FU,1.25,48h,104,104,679
E12,5FU,1.25,48h,106,106,675
E12,5FU,1.25,48h,106,106,653
F04,Ace,2.5,48h,84,84,477
F04,Ace,2.5,48h,104,104,627
F04,Ace,2.5,48h,80,80,590
F04,Ace,2.5,48h,17,17,108
F05,Ace,2.5,48h,121,121,641
F05,Ace,2.5,48h,85,85,607
F05,Ace,2.5,48h,94,94,587
F05,Ace,2.5,48h,113,113,626
F06,Ace,2.5,48h,97,97,595
F06,Ace,2.5,48h,146,146,622
F06,Ace,2.5,48h,127,127,650
F06,Ace,2.5,48h,114,114,642
F07,Dox,5,48h,454,392,472
F07,Dox,5,48h,464,390,473
F07,Dox,5,48h,421,360,434
F07,Dox,5,48h,421,349,432
F08,Dox,5,48h,401,332,411
F08,Dox,5,48h,417,358,433
F08,Dox,5,48h,379,325,390
F08,Dox,5,48h,419,356,428
F09,Dox,5,48h,397,354,409
F09,Dox,5,48h,392,343,406
F09,Dox,5,48h,402,362,405
F09,Dox,5,48h,414,374,425
F10,5FU,2.5,48h,29,29,611
F10,5FU,2.5,48h,35,35,594
F10,5FU,2.5,48h,57,57,629
F10,5FU,2.5,48h,33,33,598
F11,5FU,2.5,48h,92,92,593
F11,5FU,2.5,48h,105,105,626
F11,5FU,2.5,48h,129,129,688
F11,5FU,2.5,48h,113,113,625
F12,5FU,2.5,48h,49,49,607
F12,5FU,2.5,48h,55,55,559
F12,5FU,2.5,48h,80,80,612
F12,5FU,2.5,48h,89,89,656
G04,Ace,5,48h,59,59,604
G04,Ace,5,48h,61,61,594
G04,Ace,5,48h,68,68,579
G04,Ace,5,48h,64,64,608
G05,Ace,5,48h,147,147,637
G05,Ace,5,48h,144,144,587
G05,Ace,5,48h,173,173,613
G05,Ace,5,48h,156,156,611
G06,Ace,5,48h,121,121,592
G06,Ace,5,48h,126,126,617
G06,Ace,5,48h,126,126,592
G06,Ace,5,48h,137,137,610
G07,Dox,10,48h,583,575,583
G07,Dox,10,48h,618,606,618
G07,Dox,10,48h,601,593,601
G07,Dox,10,48h,558,540,558
G08,Dox,10,48h,509,498,509
G08,Dox,10,48h,520,508,520
G08,Dox,10,48h,524,512,524
G08,Dox,10,48h,591,585,591
G09,Dox,10,48h,552,536,552
G09,Dox,10,48h,585,575,585
G09,Dox,10,48h,594,582,594
G09,Dox,10,48h,558,543,558
G10,5FU,5,48h,35,35,569
G10,5FU,5,48h,60,60,648
G10,5FU,5,48h,80,80,664
G10,5FU,5,48h,40,40,566
G11,5FU,5,48h,84,84,599
G11,5FU,5,48h,104,104,663
G11,5FU,5,48h,123,123,647
G11,5FU,5,48h,48,48,407
G12,5FU,5,48h,78,78,556
G12,5FU,5,48h,78,78,593
G12,5FU,5,48h,84,84,681
G12,5FU,5,48h,87,87,586
H04,Ace,10,48h,127,127,610
H04,Ace,10,48h,170,170,630
H04,Ace,10,48h,147,147,643
H04,Ace,10,48h,145,145,643
H05,Ace,10,48h,278,278,757
H05,Ace,10,48h,185,185,668
H05,Ace,10,48h,207,207,687
H05,Ace,10,48h,250,250,707
H06,Ace,10,48h,146,146,591
H06,Ace,10,48h,154,154,586
H06,Ace,10,48h,75,75,371
H06,Ace,10,48h,103,103,429
H07,Dox,20,48h,578,572,578
H07,Dox,20,48h,645,641,645
H07,Dox,20,48h,662,659,662
H07,Dox,20,48h,589,584,589
H08,Dox,20,48h,600,594,600
H08,Dox,20,48h,656,656,656
H08,Dox,20,48h,631,628,631
H08,Dox,20,48h,690,681,690
H09,Dox,20,48h,517,448,517
H09,Dox,20,48h,575,556,575
H09,Dox,20,48h,648,642,648
H09,Dox,20,48h,550,539,550
H10,5FU,10,48h,67,67,599
H10,5FU,10,48h,96,96,673
H10,5FU,10,48h,77,77,695
H10,5FU,10,48h,74,74,632
H11,5FU,10,48h,81,81,610
H11,5FU,10,48h,91,91,616
H11,5FU,10,48h,106,106,685
H11,5FU,10,48h,97,97,633
H12,5FU,10,48h,34,34,538
H12,5FU,10,48h,33,33,547
H12,5FU,10,48h,53,53,641
H12,5FU,10,48h,31,31,608
A01,blank,0,6h,0,0,0
A01,blank,0,6h,0,0,0
A01,blank,0,6h,0,0,0
A01,blank,0,6h,0,0,0
A02,blank,0,6h,0,0,0
A02,blank,0,6h,0,0,0
A02,blank,0,6h,0,0,0
A02,blank,0,6h,0,0,695
A03,blank,0,6h,0,0,0
A03,blank,0,6h,0,0,0
A03,blank,0,6h,0,0,0
A03,blank,0,6h,0,0,0
A04,Ace,0.078125,6h,43,43,639
A04,Ace,0.078125,6h,18,18,616
A04,Ace,0.078125,6h,44,44,679
A04,Ace,0.078125,6h,69,69,737
A05,Ace,0.078125,6h,37,37,612
A05,Ace,0.078125,6h,45,45,639
A05,Ace,0.078125,6h,52,52,692
A05,Ace,0.078125,6h,39,39,699
A06,Ace,0.078125,6h,60,60,670
